app_name,app_id,category,review_id,username,review_text,star_rating,thumbs_up,review_date,app_version,reply_text,reply_date,platform,clean_text,tokenized_text
BCA Mobile,com.bca,traditional_bank,1af116f5-c8c3-43be-a82c-df62bed6b2de,Yuniar Setiyaningsih,"pembayaran Qris pke bca , saldo kepotong tp tdk masuk ke dana penjualan. saldonya ilang dan gak balik. gimna ini bca",1,0,2026-05-18 01:01:34,4.8.3,"Mohon maaf atas kendala yang Bapak/Ibu alami, kami sarankan untuk pengecekan lebih lanjut dapat menghubungi layanan Halo BCA di 1500888. Sebagai informasi untuk bebas biaya pulsa dapat download aplikasi haloBCA di App Store atau Play Store.",2026-05-18 01:27:45,google_play,"pembayaran qris pakai bca , saldo kepotong tapi tidak masuk ke dana penjualan. saldonya ilang dan tidak balik. gimna ini bca",pembayaran qris pakai bca saldo kepotong masuk dana penjualan. saldonya ilang balik. gimna bca
BCA Mobile,com.bca,traditional_bank,2572fbc0-9b39-4177-8370-6c6a2ea2bbee,ferro reni anggraeni,"kalau ada bintang sejuta, akan sy kasi sejuta.. aplikasi ini sangat membantu mempermudah transaksi 🫰",5,0,2026-05-18 01:00:21,4.8.3,"Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.
",2026-05-18 01:25:42,google_play,"kalau ada bintang sejuta, akan saya kasi sejuta.. aplikasi ini sangat membantu mempermudah transaksi","bintang sejuta, kasi sejuta.. aplikasi membantu mempermudah transaksi"
BCA Mobile,com.bca,traditional_bank,d03f153b-6c50-4b80-b0f9-ebbf365cfdca,Andi Derian,"terimakasih bca,,,, sudah 1 minggu bca mobile gk bisa d gunakan,,, pulsa sudah habis banyak,,,, waktu terbuang sia-sia,,,, tapi aplikasi juga gk kebuka,,,,, terimakasih udah bertahun-tahun saya percaya,,,, baru seminggu ini pelayanan bca,,,,, wooww gk tau ada apa sama bca",1,0,2026-05-17 20:33:35,,"Mohon maaf atas kendala yang Bapak/Ibu alami, kami sarankan untuk pengecekan lebih lanjut dapat menghubungi layanan Halo BCA di 1500888. Sebagai informasi untuk bebas biaya pulsa dapat download aplikasi haloBCA di App Store atau Play Store.",2026-05-18 01:54:53,google_play,"terimakasih bca,,,, sudah 1 minggu bca mobile tidak bisa d gunakan,,, pulsa sudah habis banyak,,,, waktu terbuang sia-sia,,,, tapi aplikasi juga tidak kebuka,,,,, terimakasih sudah bertahun-tahun saya percaya,,,, baru seminggu ini pelayanan bca,,,,, wooww tidak tau ada apa sama bca","terimakasih bca,,,, minggu bca mobile gunakan,,, pulsa habis banyak,,,, waktu terbuang sia-sia,,,, aplikasi kebuka,,,,, terimakasih bertahun-tahun percaya,,,, baru seminggu pelayanan bca,,,,, wooww tau sama bca"
BCA Mobile,com.bca,traditional_bank,50b62c31-b81a-4285-8beb-87dd5ab0ecf6,Fadli Arafi,"kok notifikasi buat uang masuk gk ada ya, mau bunyinya kek apa notifikasi pesan satupun gk ad, udah liat pengaturan juga gk ad cara buat ngubah, tolong dong pihak pengelola, saya pengguna baru jadi juga gk paham ini",1,0,2026-05-17 18:31:38,4.8.3,"Mohon maaf atas ketidaknyamanan Bapak/Ibu. Untuk notifikasi di aplikasi BCA mobile terkait transaksi transfer dari sesama rekening BCA maupun bank lain tidak terdapat notifikasi, kecuali transaksi dana masuk dari bank lain dengan transaksi transfer menggunakan layanan BI Fast maka Bapak/Ibu akan mendapatkan notifikasi di aplikasi BCA mobile.",2026-05-17 18:41:33,google_play,"kok notifikasi buat uang masuk tidak ada ya, mau bunyinya kek apa notifikasi pesan satupun tidak ad, sudah liat pengaturan juga tidak ad cara buat ngubah, tolong dong pihak pengelola, saya pengguna baru jadi juga tidak paham ini","notifikasi buat uang masuk ya, mau bunyinya kek notifikasi pesan satupun ad, liat pengaturan ad cara buat ngubah, tolong pihak pengelola, pengguna baru paham"
BCA Mobile,com.bca,traditional_bank,4e6efc1f-71d7-444c-8686-9c6e2e047679,SEPTIAN NURHIDAYAT,"pembayaran VA pertama gagal dari sistemnya, terus ke dua loading terus aku cancel ehh malah saldo kepotong 2X, mana pas di cek yg masuk cuma 1, saldo ga balik ke rekening lagi + udah satu Tahun min saldo belum balik lagi",1,0,2026-05-17 18:26:27,4.8.3,Mohon maaf atas kendala yang Bapak/Ibu alami kami sarankan untuk pengecekan lebih lanjut dapat menghubungi layanan Halo BCA di 1500888. Sebagai informasi untuk bebas biaya pulsa dapat download aplikasi haloBCA di App Store atau Play Store.,2026-05-17 18:56:30,google_play,"pembayaran va pertama gagal dari sistemnya, terus ke dua loading terus aku cancel ehh malah saldo kepotong 2x, mana pas di cek yang masuk cuma 1, saldo tidak balik ke rekening lagi sudah satu tahun min saldo belum balik lagi","pembayaran va pertama gagal sistemnya, terus dua loading terus aku cancel ehh malah saldo kepotong 2x, mana pas cek masuk cuma 1, saldo balik rekening satu tahun min saldo balik"
BCA Mobile,com.bca,traditional_bank,5f21ee1e-ea1a-4fbb-b4c4-a200c0bce6d7,Tu Lip,"iya sekarang kenapa bca mobile jelek sering error,teransaksi pulsa udah kepotong saldonya, pulsanya gak tlp ke hallo bca bilangnya tunggu 24 jam, padahal saya beli pulsa karena darurat malah dilamain, udah 24 jam blm ngisi jg ,isi kartu Flazz jg sering gitu🤦",1,0,2026-05-17 16:59:11,2.9.0,Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi yang lebih baik.,2026-05-17 17:19:20,google_play,"iya sekarang kenapa bca mobile jelek sering error,teransaksi pulsa sudah kepotong saldonya, pulsanya tidak tlp ke hallo bca bilangnya tunggu 24 jam, padahal saya beli pulsa karena darurat malah dilamain, sudah 24 jam belum ngisi jg ,isi kartu flazz jg sering gitu","iya sekarang kenapa bca mobile jelek sering error,teransaksi pulsa kepotong saldonya, pulsanya tlp hallo bca bilangnya tunggu 24 jam, padahal beli pulsa darurat malah dilamain, 24 jam ngisi jg ,isi kartu flazz jg sering gitu"
BCA Mobile,com.bca,traditional_bank,2d790d20-cf2b-4e1e-b5a9-94357d7d7fbc,belva waruwu,"tolong di bantu kak kenapa setelah saya update versi terbaru BCA mobile nya susah kebuka , selalu di suruh coba lagi, tolong di bantu ya kak 🙏🙏",4,0,2026-05-17 16:11:29,,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan Twitter @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.",2026-05-17 17:16:49,google_play,"tolong di bantu kak kenapa setelah saya update versi terbaru bca mobile nya susah kebuka , selalu di suruh coba lagi, tolong di bantu ya kak","tolong bantu kak kenapa setelah update versi terbaru bca mobile susah kebuka selalu suruh coba lagi, tolong bantu kak"
BCA Mobile,com.bca,traditional_bank,5e685430-ed0c-4ab9-8ced-972b7c8095bb,Bagas Banu Aji,"buat bayar pake Qris aja harus nunggu lampu indikatornya hijau dulu,mana suka eror lagi gabisa bayar",1,0,2026-05-17 15:55:51,4.8.3,"Mohon maaf atas ketidaknyamanannya. Apabila lampu indikator berwarna merah maka mohon Bapak/Ibu restart HP dan coba kembali serta pastikan koneksi internet tetap stabil. Jika masih mengalami kendala, silakan mengaktifkan Mode Pesawat di HP yg digunakan 20-30 detik, kemudian non aktifkan dan tunggu beberapa saat agar lampu indikator berwarna hijau.",2026-05-17 17:16:37,google_play,"buat bayar pake qris saja harus nunggu lampu indikatornya hijau dulu,mana suka eror lagi gabisa bayar","buat bayar pake qris nunggu lampu indikatornya hijau dulu,mana suka eror gabisa bayar"
BCA Mobile,com.bca,traditional_bank,df11ab10-fd55-495c-9464-f99dbd4000ed,Kayla Sun Amalia,"hallo kak admin, kak mohon bantuannya gimana caranya biar bisa masuk, tapi pake hp yang lainnya, makasih",4,0,2026-05-17 14:27:41,,"Mohon maaf atas kendala yang Bapak/Ibu alami, untuk akses login m-BCA ke device baru maka nomor handphone perlu dipindahkan juga dan melakukan verifikasi sesuai yang diarahkan pada aplikasi pastikan koneksi sinyal stabil dan nomor HP m-BCA berada pada slot SIM 1.",2026-05-17 14:54:11,google_play,"hallo kak admin, kak mohon bantuannya gimana caranya biar bisa masuk, tapi pake hp yang lainnya, makasih","hallo kak admin, kak mohon bantuannya gimana caranya biar masuk, pake hp lainnya, makasih"
BCA Mobile,com.bca,traditional_bank,a4faab82-8c53-49f3-bf40-c32776487d96,Aldy Fadilah,"makin kesini apk sering ngebug kenapa ya? tanda merah mulu ke ijo nya susah banget padahal sinyal udh 4,5g dan 5g , tolong dong ketika lagi antrian dan mau bayar jadi repot klo begini nunggu tanda merah berubah jadi ijo!",1,0,2026-05-17 13:21:54,4.8.3,"Mohon maaf atas ketidaknyamanannya. Apabila lampu indikator berwarna merah maka mohon Bapak/Ibu restart HP dan coba kembali serta pastikan koneksi internet tetap stabil. Jika masih mengalami kendala, silakan mengaktifkan Mode Pesawat di HP yg digunakan 20-30 detik, kemudian non aktifkan dan tunggu beberapa saat agar lampu indikator berwarna hijau.",2026-05-17 14:00:54,google_play,"makin kesini apk sering error kenapa ya? tanda merah mulu ke ijo nya susah banget padahal sinyal sudah 4,5g dan 5g , tolong dong ketika lagi antrian dan mau bayar jadi repot kalau begini nunggu tanda merah berubah jadi ijo!","makin kesini apk sering error kenapa ya? tanda merah mulu ijo susah banget padahal sinyal 4,5g 5g tolong ketika antrian mau bayar repot begini nunggu tanda merah berubah ijo!"
BCA Mobile,com.bca,traditional_bank,531666d8-63a9-47b7-8f81-7e295189b576,hanif aziz,"sekarang tambah lemoottttt..sinyal penuh tapi lampu indikator merah,menyusahkan+bikin malu saat akan dipake transaksi",1,1,2026-05-17 12:30:11,4.8.3,"Mohon maaf atas ketidaknyamanannya. Apabila lampu indikator berwarna merah maka mohon Bapak/Ibu restart HP dan coba kembali serta pastikan koneksi internet tetap stabil. Jika masih mengalami kendala, silakan mengaktifkan Mode Pesawat di HP yg digunakan 20-30 detik, kemudian non aktifkan dan tunggu beberapa saat agar lampu indikator berwarna hijau.",2026-05-17 12:44:09,google_play,"sekarang tambah lemoottttt..sinyal penuh tapi lampu indikator merah,menyusahkan bikin malu saat akan dipake transaksi","sekarang tambah lemoottttt..sinyal penuh lampu indikator merah,menyusahkan bikin malu dipake transaksi"
BCA Mobile,com.bca,traditional_bank,590b5119-e128-4771-b80a-7dee7af46161,Anisa Larasatiningtyas,Tolong kalau dipotong dengan PPN dicantumkan di mutasi rekening.... tiba tiba kepotong... di history aja ga tercantum tiba tiba dikurang,2,0,2026-05-17 12:11:34,4.8.3,"Mohon maaf atas ketidaknyamanannya Bapak/Ibu, dikhawatirkan saldo mengendap, sebagai informasi apabila tidak terdapat saldo pada rekening, maka untuk biaya administrasi bulanan dapat diambil dari saldo mengendap, dan apabila terdapat dana masuk kembali maka dana tersebut akan dipotong untuk menambah kekurangan saldo mengendap yang telah berkurang.",2026-05-17 12:18:53,google_play,tolong kalau dipotong dengan ppn dicantumkan di mutasi rekening.... tiba tiba kepotong... di history saja tidak tercantum tiba tiba dikurang,tolong dipotong ppn dicantumkan mutasi rekening.... tiba tiba kepotong... history tercantum tiba tiba dikurang
BCA Mobile,com.bca,traditional_bank,f5363d6c-150f-43a8-aa3a-4d7d31a4d5da,Setyo Budi,aplikasi rusak sinyal bagus warna merah Mulu mau transaksi gak bisa!!!!,1,1,2026-05-17 11:08:35,4.8.3,"Mohon maaf atas ketidaknyamanannya. Apabila lampu indikator berwarna merah maka mohon Bapak/Ibu restart HP dan coba kembali serta pastikan koneksi internet tetap stabil. Jika masih mengalami kendala, silakan mengaktifkan Mode Pesawat di HP yg digunakan 20-30 detik, kemudian non aktifkan dan tunggu beberapa saat agar lampu indikator berwarna hijau.",2026-05-17 11:26:54,google_play,aplikasi rusak sinyal bagus warna merah mulu mau transaksi tidak bisa!!!!,aplikasi rusak sinyal bagus warna merah mulu mau transaksi bisa!!!!
BCA Mobile,com.bca,traditional_bank,b19d8e14-d5af-4891-a470-faa2c9044be5,Hudisme,BURUK. TIAP LOGIN LAMPU MERAH. SUDAH MODE PESAWAT TETEP MERAH.,1,0,2026-05-17 11:04:28,4.8.3,"Mohon maaf atas ketidaknyamanannya. Apabila lampu indikator berwarna merah maka mohon Bapak/Ibu restart HP dan coba kembali serta pastikan koneksi internet tetap stabil. Jika masih mengalami kendala, silakan mengaktifkan Mode Pesawat di HP yg digunakan 20-30 detik, kemudian non aktifkan dan tunggu beberapa saat agar lampu indikator berwarna hijau.",2026-05-17 11:25:49,google_play,buruk. tiap login lampu merah. sudah mode pesawat tetep merah.,buruk. tiap login lampu merah. mode pesawat tetep merah.
BCA Mobile,com.bca,traditional_bank,3eab7695-49d7-4990-987c-cb7e11e455cd,Rachmatsafii Safii,kode BCA blm juga masuk...tp pulsa terus ke potong...ini gimana amplikasi BCA...saya sangat kecewa ... karena mobile bangking saya tidak ke pake selama 3 hari kode otp blm saya terima dan pulsa saya habis,1,0,2026-05-17 10:53:24,4.8.3,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk SMS membutuhkan ketersediaan pulsa dari nomor HP yang terdaftar mohon pastikan tidak menggunakan WiFi, menggunakan koneksi dari nomor HP yang terdaftar (pada slot utama), pastikan jaringan dalam keadaan stabil serta silakan dapat mencoba secara berkala.",2026-05-17 11:24:12,google_play,kode bca belum juga masuk...tp pulsa terus ke potong...ini gimana amplikasi bca...saya sangat kecewa ... karena mobile bangking saya tidak ke pake selama 3 hari kode otp belum saya terima dan pulsa saya habis,kode bca masuk...tp pulsa terus potong...ini gimana amplikasi bca...saya kecewa ... mobile bangking pake selama hari kode otp terima pulsa habis
BCA Mobile,com.bca,traditional_bank,577c7dad-8ad2-44ef-8948-16c738d03a06,Fajar Faiz,"sekarang susah dipake gara gara sinyalnya merah terus, padahal mobile bank lain lancar lancar aja 👎. mobile banking terburuk selama pake",1,0,2026-05-17 10:12:53,4.8.3,"Mohon maaf atas ketidaknyamanannya. Apabila lampu indikator berwarna merah maka mohon Bapak/Ibu restart HP dan coba kembali serta pastikan koneksi internet tetap stabil. Jika masih mengalami kendala, silakan mengaktifkan Mode Pesawat di HP yg digunakan 20-30 detik, kemudian non aktifkan dan tunggu beberapa saat agar lampu indikator berwarna hijau.",2026-05-17 10:41:17,google_play,"sekarang susah dipake gara gara sinyalnya merah terus, padahal mobile bank lain lancar lancar saja . mobile banking terburuk selama pake","sekarang susah dipake gara gara sinyalnya merah terus, padahal mobile bank lancar lancar mobile banking terburuk selama pake"
BCA Mobile,com.bca,traditional_bank,5df91096-e1e6-4595-831e-6ed52954586e,Rachel Simamora,"aduh sudah 2 hari mbanking saya tidak bisa digunakan ini gimana ya min saya sudah coba log in log ilout, restart hp tapi tidak bisa",1,0,2026-05-17 09:26:54,4.8.3,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan X (Twitter) @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.
",2026-05-17 09:34:09,google_play,"aduh sudah 2 hari mbanking saya tidak bisa digunakan ini gimana ya min saya sudah coba log in log ilout, restart hp tapi tidak bisa","aduh hari mbanking digunakan gimana min coba log log ilout, restart hp"
BCA Mobile,com.bca,traditional_bank,20c39f4c-fd67-455e-93cc-962e1097f461,IsmaiL,Sangat di sayangkan saya sebagai nasabah bank BCA. tidak sekali pun di berikan bantuan pinjaman dari bank BCA.,5,0,2026-05-17 09:13:15,4.8.3,"Mohon maaf atas ketidaknyamanan, Jika Bpk/Ibu ingin pengajuan pinjaman di BCA maka dapat dilakukan sesuai dgn syarat dan ketentuan yang berlaku seperti kredit tanpa agunan dan lainnya.",2026-05-17 09:36:41,google_play,sangat di sayangkan saya sebagai nasabah bank bca. tidak sekali pun di berikan bantuan pinjaman dari bank bca.,sayangkan sebagai nasabah bank bca. berikan bantuan pinjaman bank bca.
BCA Mobile,com.bca,traditional_bank,63ab7bc8-b739-4191-b167-998d15c80c5c,Tri Agustina,"Kenapa ya akhir2 ini kok mbca sering lemot, sya cek utk pembaharuan app d play store jg sdh tp masih aja lemot mohon di perhatikan lagi trims",5,0,2026-05-17 08:50:19,4.8.3,"Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi yang lebih baik.
",2026-05-17 09:27:25,google_play,"kenapa ya akhir2 ini kok mbca sering lemot, sya cek untuk pembaharuan app d play store jg sudah tapi masih saja lambat mohon di perhatikan lagi trims","kenapa akhir2 mbca sering lemot, sya cek pembaharuan play store jg lambat mohon perhatikan trims"
BCA Mobile,com.bca,traditional_bank,f4a0b93f-5e6f-4cb7-8bca-abb112c9f4ff,Ancestor Ji,"BCA SANGAT JELEK fitur Lampu Merah Hijau SANGAT Mengganggu, MOHON DI HAPUS",1,0,2026-05-17 08:41:44,4.8.1,"Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi yang lebih baik.
",2026-05-17 08:49:07,google_play,"bca sangat jelek fitur lampu merah hijau sangat mengganggu, mohon di hapus","bca jelek fitur lampu merah hijau mengganggu, mohon hapus"
BCA Mobile,com.bca,traditional_bank,1146bc5c-c63b-4826-a863-a23f89707c3a,Sujarno LeGoWo,"kenapa cek saldo tidak bisa,selalu bilang,proses silahkan tunggu dan ulangi",3,0,2026-05-17 08:33:39,4.8.3,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tsb mohon pastikan tidak menggunakan WiFi, menggunakan koneksi dari nomor HP yang terdaftar (pada slot utama), pastikan jaringan dalam keadaan stabil serta silakan dapat mencoba secara berkala.
",2026-05-17 08:57:26,google_play,"kenapa cek saldo tidak bisa,selalu bilang,proses silahkan tunggu dan ulangi","kenapa cek saldo bisa,selalu bilang,proses silahkan tunggu ulangi"
BCA Mobile,com.bca,traditional_bank,18567653-536d-4fe1-a261-158fb5b7a42f,Putria Sari,"saya udah daftar, udah kirim SMS sampe pulsa abis, tapi keluar notif koneksi terputus aja, kuota padahal banyak, ngabis ngabisin uang aja itu mah buat beli pulsa, gimana sih? berkali kali saya daftar gagal terus.",1,0,2026-05-17 07:57:47,4.8.3,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tsb mohon pastikan tidak menggunakan WiFi, menggunakan koneksi dari nomor HP yang terdaftar (pada slot utama), pastikan jaringan dalam keadaan stabil serta silakan dapat mencoba secara berkala.",2026-05-17 08:57:39,google_play,"saya sudah daftar, sudah kirim sms sampai pulsa abis, tapi keluar notif koneksi terputus aja, kuota padahal banyak, ngabis ngabisin uang saja itu mah buat beli pulsa, gimana sih? berkali kali saya daftar gagal terus.","daftar, kirim sms sampai pulsa abis, keluar notif koneksi terputus aja, kuota padahal banyak, ngabis ngabisin uang mah buat beli pulsa, gimana sih? berkali kali daftar gagal terus."
