app_name,app_id,category,review_id,username,review_text,star_rating,thumbs_up,review_date,app_version,reply_text,reply_date,platform
BCA Mobile,com.bca,traditional_bank,57983f27-deb8-4d74-91ff-d47a3505fd3e,Bibi Rohma,sangat bagus,5,0,2026-05-18 11:07:43,4.8.3,Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.,2026-05-18 11:36:38,google_play
BCA Mobile,com.bca,traditional_bank,3e20ebcf-7e24-409e-b57a-e533e7e24b37,Dani wahdani,hadehhhh awalnya bagus ini udah kasus ke 2 pengirim kode otp lelet dan pulsa ilang gitu aja. niat gak sih,1,0,2026-05-18 10:49:48,4.4.1,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan Twitter @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.",2026-05-18 11:36:18,google_play
BCA Mobile,com.bca,traditional_bank,f9b12274-91c3-474e-a84f-35008ba4104b,muhammad ariyanto,menunggu kode lama banget,3,0,2026-05-18 10:06:22,4.8.3,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk SMS penerimaan membutuhkan ketersediaan pulsa. Mohon pastikan tidak menggunakan WiFi, menggunakan koneksi dari nomor HP yang terdaftar (pada slot utama), pastikan jaringan dalam keadaan stabil serta silakan dapat mencoba secara berkala.",2026-05-18 10:47:39,google_play
BCA Mobile,com.bca,traditional_bank,a8bb9b36-14a8-4d65-aebe-6369f938e7d9,Tan Yiung,"suka hilang sinyal, padahal buka apa aja bisa jalan",1,0,2026-05-18 08:46:08,4.7.9,"Mohon maaf atas kendala yang Bapak/Ibu alami. Untuk mengakses m-BCA pada aplikasi BCA mobile mohon dipastikan nomor HP m-BCA berada pada slot SIM 1, menggunakan jaringan internet dari nomor HP m-BCA yang terdaftar, memiliki ketersediaan pulsa yang cukup serta tidak menggunakan WiFi.
",2026-05-18 09:41:29,google_play
BCA Mobile,com.bca,traditional_bank,58157dcd-a5a3-4cef-9ef4-22df473b243a,Muhammad rajja Al-dzikri,mantap,5,0,2026-05-18 08:04:39,4.8.3,"Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.
",2026-05-18 09:40:59,google_play
BCA Mobile,com.bca,traditional_bank,bb487ec1-0b01-4190-835d-541f15d09afc,Renny Budiadi,kenapa m BCA say Ter blokir??,2,0,2026-05-18 07:03:31,4.8.3,"Mohon maaf atas kendala yang Bapak/Ibu alami, m-BCA akan terblokir jika salah PIN 3 kali berturut-turut. Untuk reset m-BCA yang terblokir, Bapak/Ibu dapat menghubungi Halo BCA 1500888 kemudian registrasi ulang di mesin ATM BCA.
",2026-05-18 07:26:09,google_play
BCA Mobile,com.bca,traditional_bank,ff151cef-0f02-49d0-a5b7-8c2ca11442fa,Eccy Ryani,coba tolong di perbaikin lagi untuk dana yg tersangkut saat transfer. harus menunggu brpa lama lagi. makin kesini makin buruk aja,1,0,2026-05-18 06:35:19,4.8.3,"Mohon maaf atas kendala yang Bapak/Ibu alami, kami sarankan untuk pengajuan laporan dapat menghubungi layanan Halo BCA di 1500888. Sebagai informasi untuk bebas biaya pulsa dapat download aplikasi haloBCA di App Store atau Play Store.",2026-05-18 07:27:12,google_play
BCA Mobile,com.bca,traditional_bank,5d0cb41f-8358-449f-bccf-c0c94576a5d0,Syafrudin Sba,"sekarang BCA sering merah,susah di akses",2,0,2026-05-18 06:34:25,,"Mohon maaf atas ketidaknyamanannya. Apabila lampu indikator berwarna merah maka mohon Bapak/Ibu restart HP dan coba kembali serta pastikan koneksi internet tetap stabil. Jika masih mengalami kendala, silakan mengaktifkan Mode Pesawat di HP yg digunakan 20-30 detik, kemudian non aktifkan dan tunggu beberapa saat agar lampu indikator berwarna hijau.
",2026-05-18 07:27:23,google_play
BCA Mobile,com.bca,traditional_bank,e2c8a281-7070-4097-aa12-6e1a3702a721,Asuro Negroo,menyenangkan,5,0,2026-05-18 05:51:48,,"Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.
",2026-05-18 07:27:37,google_play
BCA Mobile,com.bca,traditional_bank,9b77017a-2fdb-4fa1-b0ef-9fa9e1718c85,Cumek C-Mank,INI QRIS GAGAL SALDO KEPOTONG BISA BALIK LAGI GA YA ? GA CUMA SEKALI INI PAKE APLIKASI INI B*NGS*T!!,1,0,2026-05-18 05:22:53,,"Mohon maaf atas kendala yang Bapak/Ibu alami, utk pengajuan laporan ats kendala yg dialami dapat menghubungi layanan Halo BCA di 1500888. Sebagai informasi untuk bebas biaya pulsa dapat download aplikasi haloBCA di App Store atau Play Store.",2026-05-18 05:48:09,google_play
BCA Mobile,com.bca,traditional_bank,de486b8d-ac45-4373-bbf7-9034a2356e87,Ardhian Fahasy fajri,bagus,5,0,2026-05-18 04:47:47,4.8.3,"Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.
",2026-05-18 05:20:50,google_play
BCA Mobile,com.bca,traditional_bank,d39d967c-d965-45a1-b81d-80c5bc6c9c0a,Sangker Santus,sama sekali tidak bisa diandalkan saat buru2 bahkan di kota2 besar juga indikator sering merah ga jelas,1,0,2026-05-18 04:31:30,2.9.4,"Mohon maaf atas ketidaknyamanannya. Apabila lampu indikator berwarna merah maka mohon Bapak/Ibu restart HP dan coba kembali serta pastikan koneksi internet tetap stabil. Jika masih mengalami kendala, silakan mengaktifkan Mode Pesawat di HP yg digunakan 20-30 detik, kemudian non aktifkan dan tunggu beberapa saat agar lampu indikator berwarna hijau.
",2026-05-18 05:21:40,google_play
BCA Mobile,com.bca,traditional_bank,23e8f23b-f28e-47f3-b6d0-3475ad9c80c7,Saya Kristen,kecewa mau login akun aja susah padahal padahal nomor ny pas cuman minta link login aja di arahkan 15000888,4,0,2026-05-18 04:24:30,,Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi yang lebih baik.,2026-05-18 05:11:22,google_play
BCA Mobile,com.bca,traditional_bank,6ee4a72f-60ca-4627-809f-7db996d5a36e,pande pharwata,Utk memudahkan transaksi perbankan,5,0,2026-05-18 04:00:53,4.8.3,"Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.
",2026-05-18 05:20:53,google_play
BCA Mobile,com.bca,traditional_bank,05e5a860-39c0-4a75-826c-427497820988,arantha joza,akhir2 ini suka x kalau scan qiris gk masuk saldo kepotong kalau gak di komen atau hubungi pusat gak pernah balik saldonya da mau bangkrut ya BCA kok begitu sekarang???,1,0,2026-05-18 03:58:05,,"Mohon maaf atas kendala yang Bapak/Ibu alami, kami sarankan untuk pengajuan laporan dapat menghubungi layanan Halo BCA di 1500888. Sebagai informasi untuk bebas biaya pulsa dapat download aplikasi haloBCA di App Store atau Play Store.",2026-05-18 05:21:28,google_play
BCA Mobile,com.bca,traditional_bank,a7165991-4e06-4746-81d7-7035b1020c0d,Badak SUMUT,"semenjak update gk jelas, lampu indikatornya hijau normal, tpi di saat mau transaksi tiba tiba biru",1,0,2026-05-18 03:46:24,4.8.2,"Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi yang lebih baik.
",2026-05-18 03:56:03,google_play
BCA Mobile,com.bca,traditional_bank,60e3c517-0fcc-4a0f-99b7-2c40b88b40bb,Wong Banten,susah transaksi karena sinyal lemah,2,0,2026-05-18 03:12:09,4.8.3,"Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi yang lebih baik.
",2026-05-18 03:56:05,google_play
BCA Mobile,com.bca,traditional_bank,76e72638-e0e0-43b9-8623-72ca2f99f114,mulyana khaifaYt,ok terimakasih,5,0,2026-05-18 03:01:06,4.8.3,"Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.
",2026-05-18 05:11:09,google_play
BCA Mobile,com.bca,traditional_bank,c8e60652-e41f-4880-91e9-a2d28ec0db1c,AG official,kenapa sekarang BCA penanganannya kayak gini pelayanannya nggak kayak dulu sekarang mau daftar juga dipersulit jadi nggak bisa bikin rekening secara online dengan gercep.payah,1,0,2026-05-18 02:08:19,4.8.3,"Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi yang lebih baik.
",2026-05-18 03:56:17,google_play
BCA Mobile,com.bca,traditional_bank,b1bf8c8e-7006-49ff-ac66-7a06f5138664,Amin Udin,ga bisa buka bukti transfer an nya,5,0,2026-05-18 01:19:40,4.8.3,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan X (Twitter) @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.
",2026-05-18 01:28:06,google_play
BCA Mobile,com.bca,traditional_bank,1af116f5-c8c3-43be-a82c-df62bed6b2de,Yuniar Setiyaningsih,"pembayaran Qris pke bca , saldo kepotong tp tdk masuk ke dana penjualan. saldonya ilang dan gak balik. gimna ini bca",1,0,2026-05-18 01:01:34,4.8.3,"Mohon maaf atas kendala yang Bapak/Ibu alami, kami sarankan untuk pengecekan lebih lanjut dapat menghubungi layanan Halo BCA di 1500888. Sebagai informasi untuk bebas biaya pulsa dapat download aplikasi haloBCA di App Store atau Play Store.",2026-05-18 01:27:45,google_play
BCA Mobile,com.bca,traditional_bank,2572fbc0-9b39-4177-8370-6c6a2ea2bbee,ferro reni anggraeni,"kalau ada bintang sejuta, akan sy kasi sejuta.. aplikasi ini sangat membantu mempermudah transaksi 🫰",5,0,2026-05-18 01:00:21,4.8.3,"Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.
",2026-05-18 01:25:42,google_play
BCA Mobile,com.bca,traditional_bank,0c1accd7-84d3-485c-94d9-60e3c90bd495,Asep Sukendha,tksh BCA,5,0,2026-05-18 00:44:01,4.7.5,"Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.
",2026-05-18 01:25:38,google_play
BCA Mobile,com.bca,traditional_bank,ff3773d3-3003-4fc7-82b3-60ae14cd82bb,Sans Nix,"tolong min, klo misal mau potong admin bulanan tolong bgt masukin histori transaksinya di mutasi, saya di tf orang kaget tbtb kepotong 20k, trs di mutasi jg gk ada transaksi apapun, kan jdi ngerasa aneh ya min, sisanya bagus sih min",4,0,2026-05-18 00:10:36,4.8.3,"Mohon maaf atas ketidaknyamanannya Bapak/Ibu. Hal tersebut dikhawatirkan karena saldo mengendap. Jika tidak ada saldo pada rekening, untuk biaya administrasi bulanan dapat diambil dari saldo mengendap tersebut dan apabila terdapat dana masuk kembali, maka dana tersebut akan dipotong untuk menambah kekurangan saldo mengendap yang telah berkurang.",2026-05-18 01:29:13,google_play
BCA Mobile,com.bca,traditional_bank,15d03aee-57e7-4991-821a-9013df82a9b3,Fitriyanto,good,5,0,2026-05-17 22:52:40,,Thank you for the review. Hopefully the BCA mobile application will make your banking transactions easier.,2026-05-18 01:25:56,google_play
BCA Mobile,com.bca,traditional_bank,231a537f-ab97-40a7-b9bb-3c24bb1915d6,Arief Javaness,kenapa di hp Sony Xperia 10 iv tidak support..padahal sama sama hp Sony banyak yang support... tolong dong agar bisa pakai tanpa ganti hp lagi soalnya ini hp satu satunya,3,0,2026-05-17 22:05:41,4.8.3,"Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi yang lebih baik.
",2026-05-18 01:54:33,google_play
BCA Mobile,com.bca,traditional_bank,d03f153b-6c50-4b80-b0f9-ebbf365cfdca,Andi Derian,"terimakasih bca,,,, sudah 1 minggu bca mobile gk bisa d gunakan,,, pulsa sudah habis banyak,,,, waktu terbuang sia-sia,,,, tapi aplikasi juga gk kebuka,,,,, terimakasih udah bertahun-tahun saya percaya,,,, baru seminggu ini pelayanan bca,,,,, wooww gk tau ada apa sama bca",1,0,2026-05-17 20:33:35,,"Mohon maaf atas kendala yang Bapak/Ibu alami, kami sarankan untuk pengecekan lebih lanjut dapat menghubungi layanan Halo BCA di 1500888. Sebagai informasi untuk bebas biaya pulsa dapat download aplikasi haloBCA di App Store atau Play Store.",2026-05-18 01:54:53,google_play
BCA Mobile,com.bca,traditional_bank,dc6750f8-7de5-4ef1-a63f-3ccccad88a7f,Rudi Durhari,sangat membantu,5,0,2026-05-17 20:22:07,,"Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.
",2026-05-18 01:25:33,google_play
BCA Mobile,com.bca,traditional_bank,50b62c31-b81a-4285-8beb-87dd5ab0ecf6,Fadli Arafi,"kok notifikasi buat uang masuk gk ada ya, mau bunyinya kek apa notifikasi pesan satupun gk ad, udah liat pengaturan juga gk ad cara buat ngubah, tolong dong pihak pengelola, saya pengguna baru jadi juga gk paham ini",1,0,2026-05-17 18:31:38,4.8.3,"Mohon maaf atas ketidaknyamanan Bapak/Ibu. Untuk notifikasi di aplikasi BCA mobile terkait transaksi transfer dari sesama rekening BCA maupun bank lain tidak terdapat notifikasi, kecuali transaksi dana masuk dari bank lain dengan transaksi transfer menggunakan layanan BI Fast maka Bapak/Ibu akan mendapatkan notifikasi di aplikasi BCA mobile.",2026-05-17 18:41:33,google_play
BCA Mobile,com.bca,traditional_bank,7e9e29e0-87c4-4206-92fa-f023ba715121,Ibrahim Palapa,BCA mobile emang terbaik terimakasih BCA mobile,5,0,2026-05-17 18:29:26,4.8.3,Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.,2026-05-17 18:40:29,google_play
BCA Mobile,com.bca,traditional_bank,4e6efc1f-71d7-444c-8686-9c6e2e047679,SEPTIAN NURHIDAYAT,"pembayaran VA pertama gagal dari sistemnya, terus ke dua loading terus aku cancel ehh malah saldo kepotong 2X, mana pas di cek yg masuk cuma 1, saldo ga balik ke rekening lagi + udah satu Tahun min saldo belum balik lagi",1,0,2026-05-17 18:26:27,4.8.3,Mohon maaf atas kendala yang Bapak/Ibu alami kami sarankan untuk pengecekan lebih lanjut dapat menghubungi layanan Halo BCA di 1500888. Sebagai informasi untuk bebas biaya pulsa dapat download aplikasi haloBCA di App Store atau Play Store.,2026-05-17 18:56:30,google_play
BCA Mobile,com.bca,traditional_bank,5f21ee1e-ea1a-4fbb-b4c4-a200c0bce6d7,Tu Lip,"iya sekarang kenapa bca mobile jelek sering error,teransaksi pulsa udah kepotong saldonya, pulsanya gak tlp ke hallo bca bilangnya tunggu 24 jam, padahal saya beli pulsa karena darurat malah dilamain, udah 24 jam blm ngisi jg ,isi kartu Flazz jg sering gitu🤦",1,0,2026-05-17 16:59:11,2.9.0,Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi yang lebih baik.,2026-05-17 17:19:20,google_play
BCA Mobile,com.bca,traditional_bank,0edbf54b-169e-4a46-a320-19c037e069e5,Han Handoko,lumayan membantu ini. tingkatkan lgi pelayanan yg ramah,4,0,2026-05-17 16:38:22,4.8.3,Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.,2026-05-17 17:18:14,google_play
BCA Mobile,com.bca,traditional_bank,2d790d20-cf2b-4e1e-b5a9-94357d7d7fbc,belva waruwu,"tolong di bantu kak kenapa setelah saya update versi terbaru BCA mobile nya susah kebuka , selalu di suruh coba lagi, tolong di bantu ya kak 🙏🙏",4,0,2026-05-17 16:11:29,,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan Twitter @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.",2026-05-17 17:16:49,google_play
BCA Mobile,com.bca,traditional_bank,5e685430-ed0c-4ab9-8ced-972b7c8095bb,Bagas Banu Aji,"buat bayar pake Qris aja harus nunggu lampu indikatornya hijau dulu,mana suka eror lagi gabisa bayar",1,0,2026-05-17 15:55:51,4.8.3,"Mohon maaf atas ketidaknyamanannya. Apabila lampu indikator berwarna merah maka mohon Bapak/Ibu restart HP dan coba kembali serta pastikan koneksi internet tetap stabil. Jika masih mengalami kendala, silakan mengaktifkan Mode Pesawat di HP yg digunakan 20-30 detik, kemudian non aktifkan dan tunggu beberapa saat agar lampu indikator berwarna hijau.",2026-05-17 17:16:37,google_play
BCA Mobile,com.bca,traditional_bank,fe78ed4e-519a-4424-84d6-91378c5f546a,Rohimat,sangat baik,5,0,2026-05-17 15:33:18,4.8.3,"Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.
",2026-05-17 15:55:18,google_play
BCA Mobile,com.bca,traditional_bank,000c1ec2-f7be-4798-8743-a3f175ceddd2,Nike Febriani,kenapa lemottt banget padahal sinyal bagus,2,0,2026-05-17 15:31:24,4.8.3,"Mohon maaf atas ketidaknyamanan Bapak/Ibu,mohon pastikan tidak menggunakan WiFi, menggunakan koneksi dari nomor HP yang terdaftar (pada slot utama), ruang memori penyimpanan pada HP mencukupi silakan dapat mencoba secara berkala.",2026-05-17 15:56:03,google_play
BCA Mobile,com.bca,traditional_bank,df11ab10-fd55-495c-9464-f99dbd4000ed,Kayla Sun Amalia,"hallo kak admin, kak mohon bantuannya gimana caranya biar bisa masuk, tapi pake hp yang lainnya, makasih",4,0,2026-05-17 14:27:41,,"Mohon maaf atas kendala yang Bapak/Ibu alami, untuk akses login m-BCA ke device baru maka nomor handphone perlu dipindahkan juga dan melakukan verifikasi sesuai yang diarahkan pada aplikasi pastikan koneksi sinyal stabil dan nomor HP m-BCA berada pada slot SIM 1.",2026-05-17 14:54:11,google_play
BCA Mobile,com.bca,traditional_bank,fecbb9bb-39cc-4d83-900f-2f340f0843e4,Indra Siswoyo,"sinyal sering ilang merah padahal jaringan bagus,",1,0,2026-05-17 13:49:12,,"Mohon maaf atas ketidaknyamanannya. Apabila lampu indikator berwarna merah maka mohon Bapak/Ibu restart HP dan coba kembali serta pastikan koneksi internet tetap stabil. Jika masih mengalami kendala, silakan mengaktifkan Mode Pesawat di HP yg digunakan 20-30 detik, kemudian non aktifkan dan tunggu beberapa saat agar lampu indikator berwarna hijau.",2026-05-17 14:01:04,google_play
BCA Mobile,com.bca,traditional_bank,a4faab82-8c53-49f3-bf40-c32776487d96,Aldy Fadilah,"makin kesini apk sering ngebug kenapa ya? tanda merah mulu ke ijo nya susah banget padahal sinyal udh 4,5g dan 5g , tolong dong ketika lagi antrian dan mau bayar jadi repot klo begini nunggu tanda merah berubah jadi ijo!",1,0,2026-05-17 13:21:54,4.8.3,"Mohon maaf atas ketidaknyamanannya. Apabila lampu indikator berwarna merah maka mohon Bapak/Ibu restart HP dan coba kembali serta pastikan koneksi internet tetap stabil. Jika masih mengalami kendala, silakan mengaktifkan Mode Pesawat di HP yg digunakan 20-30 detik, kemudian non aktifkan dan tunggu beberapa saat agar lampu indikator berwarna hijau.",2026-05-17 14:00:54,google_play
BCA Mobile,com.bca,traditional_bank,531666d8-63a9-47b7-8f81-7e295189b576,hanif aziz,"sekarang tambah lemoottttt..sinyal penuh tapi lampu indikator merah,menyusahkan+bikin malu saat akan dipake transaksi",1,1,2026-05-17 12:30:11,4.8.3,"Mohon maaf atas ketidaknyamanannya. Apabila lampu indikator berwarna merah maka mohon Bapak/Ibu restart HP dan coba kembali serta pastikan koneksi internet tetap stabil. Jika masih mengalami kendala, silakan mengaktifkan Mode Pesawat di HP yg digunakan 20-30 detik, kemudian non aktifkan dan tunggu beberapa saat agar lampu indikator berwarna hijau.",2026-05-17 12:44:09,google_play
BCA Mobile,com.bca,traditional_bank,590b5119-e128-4771-b80a-7dee7af46161,Anisa Larasatiningtyas,Tolong kalau dipotong dengan PPN dicantumkan di mutasi rekening.... tiba tiba kepotong... di history aja ga tercantum tiba tiba dikurang,2,0,2026-05-17 12:11:34,4.8.3,"Mohon maaf atas ketidaknyamanannya Bapak/Ibu, dikhawatirkan saldo mengendap, sebagai informasi apabila tidak terdapat saldo pada rekening, maka untuk biaya administrasi bulanan dapat diambil dari saldo mengendap, dan apabila terdapat dana masuk kembali maka dana tersebut akan dipotong untuk menambah kekurangan saldo mengendap yang telah berkurang.",2026-05-17 12:18:53,google_play
BCA Mobile,com.bca,traditional_bank,407e693d-4c58-4402-b77a-26550e218a43,Elin Rahmantika,kekeringan merahnya dari pada ijo,1,0,2026-05-17 12:09:31,4.7.9,"Mohon maaf atas ketidaknyamanannya. Apabila lampu indikator berwarna merah maka mohon Bapak/Ibu restart HP dan coba kembali serta pastikan koneksi internet tetap stabil. Jika masih mengalami kendala, silakan mengaktifkan Mode Pesawat di HP yg digunakan 20-30 detik, kemudian non aktifkan dan tunggu beberapa saat agar lampu indikator berwarna hijau.",2026-05-17 12:18:24,google_play
BCA Mobile,com.bca,traditional_bank,85895efe-0de9-4b10-af31-492faf4e6e49,Lorenzo Firdaus,membantu,5,0,2026-05-17 11:46:42,4.8.3,Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.,2026-05-17 12:17:32,google_play
BCA Mobile,com.bca,traditional_bank,4d0190fd-49c9-4acb-96e8-4a4e69fc7176,anton saputra,baik,5,0,2026-05-17 11:39:03,4.8.1,Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.,2026-05-17 12:16:37,google_play
BCA Mobile,com.bca,traditional_bank,1744c686-fa43-4fb0-aaaf-f345ecbefc0f,Irwan M,"Merah Mulu ..!!!, susah TRANSAKSI, betulin lah",3,0,2026-05-17 11:27:45,,"Mohon maaf atas ketidaknyamanannya. Apabila lampu indikator berwarna merah maka mohon Bapak/Ibu restart HP dan coba kembali serta pastikan koneksi internet tetap stabil. Jika masih mengalami kendala, silakan mengaktifkan Mode Pesawat di HP yg digunakan 20-30 detik, kemudian non aktifkan dan tunggu beberapa saat agar lampu indikator berwarna hijau.",2026-05-17 12:16:12,google_play
